Month,Main_Category,Sub_Category,Scheme_Type,No_scheme,No_Folios,Funds_Mobilised_YTD,Redemptions_YTD,Net_Inflow_YTD,Net_AUM,Average_AUM,No_Folios_segregated,AUM_segregated_folio,Upload_Date
30-04-2023,Open ended Schemes,Growth/Equity Oriented Schemes,Large & Mid Cap Fund,26.00,"78,44,968.00","2,316.57","1,577.84",738.72,"1,33,689.15","1,30,685.16",0.00,0.00,24-09-2024
30-04-2023,Open ended Schemes,Growth/Equity Oriented Schemes,Large Cap Fund,31.00,"1,29,55,752.00","2,706.72","2,654.09",52.63,"2,44,610.92","2,40,355.42",0.00,0.00,24-09-2024
30-04-2023,Open ended Schemes,Growth/Equity Oriented Schemes,Multi Cap Fund,19.00,"41,74,058.00","1,225.71","1,019.45",206.25,"70,518.48","68,925.97",0.00,0.00,24-09-2024
30-04-2023,Open ended Schemes,Growth/Equity Oriented Schemes,Value Fund/Contra Fund,22.00,"47,14,942.00","1,254.74",963.65,291.09,"94,049.64","92,198.80",0.00,0.00,24-09-2024
30-04-2023,Open ended Schemes,Income/Debt Oriented Schemes,Floater Fund,13.00,"2,34,702.00","5,741.67","1,830.91","3,910.76","57,358.85","55,050.00",0.00,0.00,24-09-2024
30-04-2023,Open ended Schemes,Income/Debt Oriented Schemes,Gilt Fund with 10 year constant duration Fund,5.00,"42,343.00",582.91,29.35,553.56,"4,380.60","4,188.67",0.00,0.00,24-09-2024
30-04-2023,Open ended Schemes,Income/Debt Oriented Schemes,Banking and PSU Fund,23.00,"2,95,048.00","1,033.04","1,182.54","-,149.51","81,129.06","80,713.59",0.00,0.00,24-09-2024
30-04-2023,Open ended Schemes,Income/Debt Oriented Schemes,Medium to Long Duration Fund,12.00,"1,06,795.00",665.14,66.86,598.28,"9,610.30","9,269.27",0.00,0.00,24-09-2024
30-04-2023,Open ended Schemes,Growth/Equity Oriented Schemes,ELSS,42.00,"1,52,79,990.00","1,523.08","1,461.93",61.16,"1,57,972.06","1,54,787.62",0.00,0.00,24-09-2024
30-04-2023,Open ended Schemes,Income/Debt Oriented Schemes,Dynamic Bond Fund,22.00,"2,30,966.00",595.05,233.07,361.98,"30,010.04","29,724.85",0.00,0.00,24-09-2024
30-04-2023,Open ended Schemes,Income/Debt Oriented Schemes,Long Duration Fund,7.00,"46,138.00",123.73,54.04,69.69,"9,037.48","8,905.11",0.00,0.00,24-09-2024
30-04-2023,Open ended Schemes,Income/Debt Oriented Schemes,Medium Duration Fund,15.00,"2,55,984.00",514.19,508.52,5.67,"27,387.94","27,268.22",3.00,0.00,24-09-2024
30-04-2023,Open ended Schemes,Income/Debt Oriented Schemes,Short Duration Fund,25.00,"5,04,524.00","3,348.53","1,565.73","1,782.80","94,187.95","93,213.22",0.00,0.00,24-09-2024
30-04-2023,Open ended Schemes,Income/Debt Oriented Schemes,Money Market Fund,22.00,"4,22,740.00","31,153.71","17,192.77","13,960.95","1,22,783.89","1,19,131.91",0.00,0.00,24-09-2024
30-04-2023,Open ended Schemes,Income/Debt Oriented Schemes,Low Duration Fund,21.00,"9,35,894.00","11,249.14","5,785.90","5,463.26","92,765.18","89,949.11",1.00,0.00,24-09-2024
30-04-2023,Open ended Schemes,Income/Debt Oriented Schemes,Ultra Short Duration Fund,25.00,"6,32,337.00","21,919.20","11,256.59","10,662.61","90,295.36","87,453.31",0.00,0.00,24-09-2024
30-04-2023,Open ended Schemes,Income/Debt Oriented Schemes,Liquid Fund,36.00,"17,75,399.00","3,12,871.77","2,49,652.43","63,219.33","3,97,785.66","4,26,709.75",0.00,0.00,24-09-2024
30-04-2023,Open ended Schemes,Growth/Equity Oriented Schemes,Focused Fund,26.00,"52,96,509.00","1,328.54","1,459.44","-,130.91","1,02,984.98","1,00,890.20",0.00,0.00,24-09-2024
30-04-2023,Open ended Schemes,Income/Debt Oriented Schemes,Credit Risk Fund,15.00,"2,43,984.00",85.35,441.46,"-,356.11","24,687.65","24,783.33",3.00,0.00,24-09-2024
30-04-2023,Open ended Schemes,Income/Debt Oriented Schemes,Corporate Bond Fund,21.00,"6,13,934.00","2,900.41","2,848.12",52.28,"1,32,770.89","1,32,173.40",0.00,0.00,24-09-2024
31-05-2023,Open ended Schemes,Other Schemes,Fund of funds investing overseas,50.00,"13,22,852.00",487.90,853.24,"-,365.35","23,375.81","23,014.03",0.00,0.00,24-09-2024
31-05-2023,Close ended Schemes,Income/Debt Oriented Schemes,Fixed Term Plan,102.00,"1,45,305.00",102.64,"2,651.96","-2,549.32","22,210.88","23,314.42",0.00,0.00,24-09-2024
31-05-2023,Close ended Schemes,Income/Debt Oriented Schemes,Capital Protection Oriented  Schemes,5.00,"7,865.00",0.00,276.01,"-,276.01",375.04,485.34,0.00,0.00,24-09-2024
31-05-2023,Close ended Schemes,Growth/Equity Oriented Schemes,Other Schemes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24-09-2024
31-05-2023,Close ended Schemes,Income/Debt Oriented Schemes,Other Debt Scheme,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24-09-2024
31-05-2023,Close ended Schemes,Growth/Equity Oriented Schemes,ELSS,19.00,"2,94,088.00",0.00,59.15,-59.15,"3,597.12","3,537.42",0.00,0.00,24-09-2024
31-05-2023,Close ended Schemes,Growth/Equity Oriented Schemes,Other Equity Schemes,7.00,"21,509.00",0.00,"1,479.59","-1,479.59",826.54,907.07,0.00,0.00,24-09-2024
31-05-2023,Open ended Schemes,Income/Debt Oriented Schemes,Liquid Fund,36.00,"17,75,895.00","6,15,616.15","5,07,162.60","1,08,453.55","4,42,875.11","4,38,809.24",0.00,0.00,24-09-2024
31-05-2023,Close ended Schemes,Income/Debt Oriented Schemes,Infrastructure Debt Fund ,7.00,52.00,0.00,0.00,0.00,"2,042.16","2,025.34",0.00,0.00,24-09-2024
31-05-2023,Open ended Schemes,Other Schemes,Other ETFs,160.00,"1,20,83,023.00","21,191.16","9,876.96","11,314.20","5,19,609.77","5,10,236.25",0.00,0.00,24-09-2024
31-05-2023,Open ended Schemes,Hybrid Schemes,Multi Asset Allocation Fund,12.00,"11,00,383.00","1,948.53",765.31,"1,183.22","29,000.01","29,995.62",0.00,0.00,24-09-2024
31-05-2023,Interval Schemes,Interval Schemes,Other Schemes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24-09-2024
31-05-2023,Open ended Schemes,Solution Oriented  Schemes,Retirement Fund,26.00,"27,68,033.00",467.12,280.50,186.62,"19,450.72","19,106.91",0.00,0.00,24-09-2024
31-05-2023,Open ended Schemes,Hybrid Schemes,Equity Savings Fund,22.00,"3,60,308.00","1,456.98","1,148.62",308.36,"17,138.43","17,133.64",2.00,25.81,24-09-2024
31-05-2023,Open ended Schemes,Hybrid Schemes,Arbitrage Fund,26.00,"4,40,134.00","19,931.79","9,575.94","10,355.85","77,447.35","86,665.89",0.00,0.00,24-09-2024
31-05-2023,Open ended Schemes,Hybrid Schemes,Dynamic Asset Allocation / Balanced Advantage Fund,29.00,"44,34,950.00","6,121.43","6,949.26","-,827.83","2,00,129.85","1,99,195.79",0.00,0.00,24-09-2024
31-05-2023,Open ended Schemes,Hybrid Schemes,Balanced Hybrid Fund/ Aggressive Hybrid Fund,31.00,"52,93,071.00","3,410.66","4,838.99","-1,428.33","1,62,201.18","1,60,774.07",2.00,9.33,24-09-2024
31-05-2023,Open ended Schemes,Hybrid Schemes,Conservative Hybrid Fund,20.00,"5,17,334.00",595.91,777.34,"-,181.44","23,761.41","23,589.57",1.00,0.00,24-09-2024
31-05-2023,Open ended Schemes,Growth/Equity Oriented Schemes,Flexi Cap Fund,35.00,"1,27,31,864.00","7,219.50","7,036.34",183.16,"2,62,586.90","2,57,608.10",0.00,0.00,24-09-2024
31-05-2023,Open ended Schemes,Other Schemes,Gold ETFs,13.00,"47,28,425.00",402.34,174.69,227.65,"23,128.10","23,160.78",0.00,0.00,24-09-2024
31-05-2023,Interval Schemes,Interval Schemes,Income/Debt Oriented Schemes,12.00,"2,791.00",10.00,283.42,"-,273.42",734.93,910.48,0.00,0.00,24-09-2024
31-05-2023,Open ended Schemes,Other Schemes,Index Funds,183.00,"42,54,905.00","6,016.96","5,760.90",256.06,"1,74,304.19","1,72,662.42",0.00,0.00,24-09-2024
31-05-2023,Open ended Schemes,Income/Debt Oriented Schemes,Overnight Fund,32.00,"6,73,564.00","7,95,268.37","8,08,071.30","-,12,802.94","81,980.68","1,11,508.98",0.00,0.00,24-09-2024
31-05-2023,Interval Schemes,Interval Schemes,Growth/Equity Oriented Schemes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24-09-2024
31-05-2023,Open ended Schemes,Solution Oriented  Schemes,Childrens' Fund,10.00,"29,31,011.00",220.12,113.38,106.74,"15,375.40","15,104.09",0.00,0.00,24-09-2024
31-05-2023,Open ended Schemes,Growth/Equity Oriented Schemes,ELSS,42.00,"1,52,82,099.00","2,967.58","3,411.01","-,443.43","1,63,766.51","1,60,986.22",0.00,0.00,24-09-2024
31-05-2023,Open ended Schemes,Growth/Equity Oriented Schemes,Multi Cap Fund,19.00,"42,12,703.00","2,984.61","2,673.79",310.82,"74,016.91","72,328.06",0.00,0.00,24-09-2024
31-05-2023,Open ended Schemes,Growth/Equity Oriented Schemes,Large Cap Fund,31.00,"1,29,34,624.00","5,921.43","7,231.07","-1,309.65","2,51,231.75","2,48,208.13",0.00,0.00,24-09-2024
31-05-2023,Open ended Schemes,Growth/Equity Oriented Schemes,Large & Mid Cap Fund,26.00,"79,10,456.00","5,499.79","3,627.82","1,871.97","1,40,558.18","1,37,151.17",0.00,0.00,24-09-2024
31-05-2023,Open ended Schemes,Growth/Equity Oriented Schemes,Focused Fund,26.00,"52,58,096.00","2,917.57","3,992.28","-1,074.71","1,06,413.05","1,04,727.77",0.00,0.00,24-09-2024
31-05-2023,Open ended Schemes,Growth/Equity Oriented Schemes,Small Cap Fund,24.00,"1,15,81,947.00","8,718.72","3,253.77","5,464.95","1,53,806.54","1,48,187.93",0.00,0.00,24-09-2024
31-05-2023,Open ended Schemes,Growth/Equity Oriented Schemes,Dividend Yield Fund,9.00,"7,41,636.00",811.57,399.60,411.97,"15,209.50","14,844.06",0.00,0.00,24-09-2024
31-05-2023,Open ended Schemes,Income/Debt Oriented Schemes,Floater Fund,13.00,"2,33,630.00","7,164.33","5,631.97","1,532.37","55,375.03","57,063.77",0.00,0.00,24-09-2024
31-05-2023,Open ended Schemes,Growth/Equity Oriented Schemes,Mid Cap Fund,29.00,"1,08,20,927.00","7,843.74","4,857.12","2,986.61","2,04,479.88","1,98,222.74",0.00,0.00,24-09-2024
31-05-2023,Open ended Schemes,Income/Debt Oriented Schemes,Gilt Fund with 10 year constant duration Fund,5.00,"42,253.00",675.11,318.80,356.31,"4,246.43","4,317.15",0.00,0.00,24-09-2024
31-05-2023,Open ended Schemes,Income/Debt Oriented Schemes,Long Duration Fund,7.00,"47,319.00",223.78,82.66,141.12,"9,283.65","9,205.38",0.00,0.00,24-09-2024
31-05-2023,Open ended Schemes,Growth/Equity Oriented Schemes,Value Fund/Contra Fund,22.00,"47,93,275.00","2,950.47","2,077.16",873.31,"97,844.37","96,025.89",0.00,0.00,24-09-2024
31-05-2023,Open ended Schemes,Income/Debt Oriented Schemes,Credit Risk Fund,15.00,"2,41,153.00",166.51,812.07,"-,645.56","24,558.61","24,619.72",3.00,0.00,24-09-2024
31-05-2023,Open ended Schemes,Income/Debt Oriented Schemes,Banking and PSU Fund,23.00,"2,92,621.00","2,221.63","2,248.26",-26.63,"81,846.47","81,394.89",0.00,0.00,24-09-2024
31-05-2023,Open ended Schemes,Income/Debt Oriented Schemes,Gilt Fund,22.00,"1,79,210.00","1,142.12",835.18,306.94,"22,282.83","22,295.50",0.00,0.00,24-09-2024
31-05-2023,Open ended Schemes,Growth/Equity Oriented Schemes,Sectoral/Thematic Funds,128.00,"1,32,09,299.00","8,375.95","7,930.34",445.61,"1,86,684.60","1,82,539.38",0.00,0.00,24-09-2024
31-05-2023,Open ended Schemes,Income/Debt Oriented Schemes,Low Duration Fund,21.00,"9,33,719.00","22,647.33","15,437.03","7,210.29","95,128.78","93,741.58",1.00,0.00,24-09-2024
31-05-2023,Open ended Schemes,Income/Debt Oriented Schemes,Money Market Fund,22.00,"4,27,143.00","62,124.74","39,432.73","22,692.01","1,32,362.08","1,26,732.12",0.00,0.00,24-09-2024
31-05-2023,Open ended Schemes,Income/Debt Oriented Schemes,Ultra Short Duration Fund,25.00,"6,35,328.00","40,779.07","22,531.15","18,247.92","98,493.01","95,209.34",0.00,0.00,24-09-2024
31-05-2023,Open ended Schemes,Income/Debt Oriented Schemes,Medium Duration Fund,15.00,"2,55,984.00",770.99,974.00,"-,203.02","27,419.31","27,395.40",3.00,0.00,24-09-2024
31-05-2023,Open ended Schemes,Income/Debt Oriented Schemes,Medium to Long Duration Fund,12.00,"1,06,803.00","1,192.67",405.24,787.43,"9,903.75","9,665.44",0.00,0.00,24-09-2024
31-05-2023,Open ended Schemes,Income/Debt Oriented Schemes,Dynamic Bond Fund,22.00,"2,32,928.00","1,002.73",927.89,74.84,"30,011.63","30,125.78",0.00,0.00,24-09-2024
31-05-2023,Open ended Schemes,Income/Debt Oriented Schemes,Corporate Bond Fund,21.00,"6,11,354.00","5,578.59","4,904.52",674.07,"1,34,409.10","1,33,366.58",0.00,0.00,24-09-2024
31-05-2023,Open ended Schemes,Income/Debt Oriented Schemes,Short Duration Fund,25.00,"5,03,633.00","8,957.08","3,119.41","5,837.67","98,984.82","96,688.25",0.00,0.00,24-09-2024
30-06-2023,Open ended Schemes,Income/Debt Oriented Schemes,Credit Risk Fund,15.00,"2,38,230.00",288.98,"1,252.67","-,963.68","24,324.52","24,479.58",3.00,0.00,24-09-2024
30-06-2023,Open ended Schemes,Growth/Equity Oriented Schemes,ELSS,43.00,"1,53,01,801.00","4,541.69","5,459.99","-,918.31","1,71,034.50","1,67,341.38",0.00,0.00,24-09-2024
30-06-2023,Open ended Schemes,Income/Debt Oriented Schemes,Low Duration Fund,21.00,"9,30,843.00","33,319.94","22,751.68","10,568.26","99,019.05","96,792.69",1.00,0.00,24-09-2024
30-06-2023,Open ended Schemes,Income/Debt Oriented Schemes,Money Market Fund,22.00,"4,28,088.00","96,873.87","67,354.83","29,519.05","1,40,034.52","1,38,006.28",0.00,0.00,24-09-2024
30-06-2023,Open ended Schemes,Income/Debt Oriented Schemes,Short Duration Fund,25.00,"5,02,719.00","10,767.11","5,116.49","5,650.63","99,138.83","99,209.54",0.00,0.00,24-09-2024
30-06-2023,Open ended Schemes,Income/Debt Oriented Schemes,Medium Duration Fund,15.00,"2,54,975.00","1,120.40","1,451.46","-,331.05","27,349.41","27,483.15",3.00,0.00,24-09-2024
30-06-2023,Open ended Schemes,Income/Debt Oriented Schemes,Medium to Long Duration Fund,12.00,"1,06,555.00","1,286.59",522.30,764.29,"9,883.62","9,900.75",0.00,0.00,24-09-2024
30-06-2023,Open ended Schemes,Income/Debt Oriented Schemes,Long Duration Fund,7.00,"47,668.00",324.97,175.95,149.01,"9,183.13","9,254.31",0.00,0.00,24-09-2024
30-06-2023,Open ended Schemes,Income/Debt Oriented Schemes,Dynamic Bond Fund,22.00,"2,32,991.00","1,509.09","1,294.80",214.29,"30,210.27","30,166.18",0.00,0.00,24-09-2024
30-06-2023,Open ended Schemes,Income/Debt Oriented Schemes,Corporate Bond Fund,21.00,"6,10,771.00","8,656.28","7,429.74","1,226.54","1,35,476.04","1,35,233.24",0.00,0.00,24-09-2024
30-06-2023,Open ended Schemes,Income/Debt Oriented Schemes,Banking and PSU Fund,23.00,"2,89,473.00","2,726.43","3,551.99","-,825.56","81,815.40","82,064.98",0.00,0.00,24-09-2024
30-06-2023,Open ended Schemes,Growth/Equity Oriented Schemes,Focused Fund,27.00,"52,32,806.00","4,795.54","6,888.55","-2,093.01","1,09,698.37","1,07,903.80",0.00,0.00,24-09-2024
30-06-2023,Open ended Schemes,Income/Debt Oriented Schemes,Gilt Fund with 10 year constant duration Fund,5.00,"42,164.00",742.58,391.00,351.58,"4,230.46","4,233.98",0.00,0.00,24-09-2024
30-06-2023,Open ended Schemes,Income/Debt Oriented Schemes,Gilt Fund,22.00,"1,80,688.00","1,771.01","1,067.74",703.27,"22,702.57","22,504.66",0.00,0.00,24-09-2024
30-06-2023,Open ended Schemes,Growth/Equity Oriented Schemes,Dividend Yield Fund,9.00,"7,52,821.00","1,394.39",584.84,809.55,"16,236.99","15,669.63",0.00,0.00,24-09-2024
30-06-2023,Open ended Schemes,Growth/Equity Oriented Schemes,Small Cap Fund,24.00,"1,22,67,299.00","16,076.07","5,139.37","10,936.69","1,68,434.34","1,62,184.19",0.00,0.00,24-09-2024
30-06-2023,Open ended Schemes,Growth/Equity Oriented Schemes,Mid Cap Fund,29.00,"1,10,49,628.00","12,644.72","7,909.58","4,735.14","2,18,145.99","2,11,811.37",0.00,0.00,24-09-2024
30-06-2023,Open ended Schemes,Growth/Equity Oriented Schemes,Value Fund/Contra Fund,23.00,"49,36,198.00","6,433.32","3,320.92","3,112.40","1,04,685.73","1,01,451.33",0.00,0.00,24-09-2024
30-06-2023,Open ended Schemes,Growth/Equity Oriented Schemes,Large Cap Fund,31.00,"1,29,37,115.00","9,006.39","12,365.66","-3,359.26","2,59,583.23","2,54,471.91",0.00,0.00,24-09-2024
30-06-2023,Open ended Schemes,Growth/Equity Oriented Schemes,Multi Cap Fund,19.00,"42,81,290.00","5,316.09","4,270.59","1,045.49","78,415.30","76,283.72",0.00,0.00,24-09-2024
30-06-2023,Open ended Schemes,Income/Debt Oriented Schemes,Floater Fund,13.00,"2,32,214.00","13,357.49","9,977.63","3,379.85","58,174.50","56,859.02",0.00,0.00,24-09-2024
30-06-2023,Open ended Schemes,Growth/Equity Oriented Schemes,Large & Mid Cap Fund,26.00,"79,86,403.00","9,033.54","6,014.88","3,018.66","1,48,217.80","1,44,273.15",0.00,0.00,24-09-2024
30-06-2023,Open ended Schemes,Income/Debt Oriented Schemes,Ultra Short Duration Fund,25.00,"6,37,819.00","59,136.16","42,774.83","16,361.34","97,161.26","99,418.44",0.00,0.00,24-09-2024
30-06-2023,Open ended Schemes,Other Schemes,Gold ETFs,13.00,"47,52,363.00",605.99,308.01,297.97,"22,339.39","22,669.68",0.00,0.00,24-09-2024
30-06-2023,Open ended Schemes,Growth/Equity Oriented Schemes,Sectoral/Thematic Funds,130.00,"1,33,44,178.00","13,411.02","12,506.16",904.86,"1,96,178.06","1,91,586.55",0.00,0.00,24-09-2024
30-06-2023,Open ended Schemes,Hybrid Schemes,Conservative Hybrid Fund,20.00,"5,19,553.00","1,094.69","1,165.98",-71.29,"24,158.37","24,019.10",1.00,0.00,24-09-2024
30-06-2023,Open ended Schemes,Income/Debt Oriented Schemes,Liquid Fund,36.00,"17,78,066.00","9,99,037.64","9,19,129.54","79,908.10","4,19,555.59","4,97,239.16",0.00,0.00,24-09-2024
30-06-2023,Open ended Schemes,Hybrid Schemes,Balanced Hybrid Fund/ Aggressive Hybrid Fund,31.00,"52,91,966.00","5,628.26","7,445.59","-1,817.33","1,66,686.76","1,64,481.63",2.00,9.33,24-09-2024
30-06-2023,Open ended Schemes,Hybrid Schemes,Dynamic Asset Allocation / Balanced Advantage Fund,29.00,"44,30,919.00","9,637.68","10,680.04","-1,042.36","2,04,997.12","2,02,963.96",0.00,0.00,24-09-2024
30-06-2023,Open ended Schemes,Hybrid Schemes,Multi Asset Allocation Fund,13.00,"11,39,849.00","3,726.78","1,220.27","2,506.52","31,148.94","31,587.76",0.00,0.00,24-09-2024
30-06-2023,Open ended Schemes,Hybrid Schemes,Arbitrage Fund,26.00,"4,35,281.00","29,686.63","15,965.01","13,721.62","80,625.37","93,046.67",0.00,0.00,24-09-2024
30-06-2023,Open ended Schemes,Hybrid Schemes,Equity Savings Fund,22.00,"3,62,326.00","2,495.87","1,771.98",723.89,"17,888.92","17,879.99",2.00,25.81,24-09-2024
30-06-2023,Open ended Schemes,Solution Oriented  Schemes,Retirement Fund,26.00,"27,74,489.00",701.19,435.96,265.23,"20,199.11","19,820.51",0.00,0.00,24-09-2024
30-06-2023,Open ended Schemes,Solution Oriented  Schemes,Childrens' Fund,10.00,"29,33,164.00",336.48,182.65,153.83,"15,887.98","15,628.45",0.00,0.00,24-09-2024
30-06-2023,Open ended Schemes,Other Schemes,Index Funds,185.00,"44,95,761.00","9,475.47","10,125.17","-,649.69","1,75,468.04","1,75,540.56",0.00,0.00,24-09-2024
30-06-2023,Open ended Schemes,Other Schemes,Other ETFs,161.00,"1,21,24,531.00","28,829.61","14,113.07","14,716.54","5,38,872.99","5,26,095.64",0.00,0.00,24-09-2024
30-06-2023,Open ended Schemes,Other Schemes,Fund of funds investing overseas,50.00,"13,48,079.00",781.08,"1,656.37","-,875.29","23,869.39","23,844.32",0.00,0.00,24-09-2024
30-06-2023,Open ended Schemes,Growth/Equity Oriented Schemes,Flexi Cap Fund,36.00,"1,27,84,279.00","11,599.90","11,434.04",165.86,"2,72,743.18","2,66,987.02",0.00,0.00,24-09-2024
30-06-2023,Close ended Schemes,Income/Debt Oriented Schemes,Capital Protection Oriented  Schemes,3.00,"2,883.00",0.00,533.65,"-,533.65",119.12,170.26,0.00,0.00,24-09-2024
30-06-2023,Close ended Schemes,Income/Debt Oriented Schemes,Infrastructure Debt Fund ,7.00,52.00,0.00,0.00,0.00,"2,055.17","2,050.38",0.00,0.00,24-09-2024
30-06-2023,Close ended Schemes,Income/Debt Oriented Schemes,Other Debt Scheme,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24-09-2024
30-06-2023,Close ended Schemes,Growth/Equity Oriented Schemes,ELSS,19.00,"2,92,193.00",0.00,93.94,-93.94,"3,723.64","3,643.66",0.00,0.00,24-09-2024
